576,3,0,0,1,2,0,0,1,0,1,3,7,0,0,0,0,0,4,1,0,0,6,0,3,0,0,0,0
3,543,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,1,3,0,0,1,0,0,0
0,3,616,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0
0,5,0,564,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
19,6,0,2,532,4,0,0,2,0,1,6,5,0,2,0,1,2,4,2,1,0,0,2,0,2,1,0,0
0,1,0,1,0,608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,0,0,0,0,592,4,0,6,0,0,0,0,0,5,0,5,0,0,0,0,0,1,0,0,2,0,0
0,0,0,0,0,0,1,609,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,0,0,8,1,0,1,567,3,2,0,10,1,0,0,0,11,0,1,1,2,2,0,1,0,2,5,0
0,0,0,0,0,0,3,2,0,588,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,6,0,0,0,4,0,547,0,0,0,0,0,0,10,0,0,0,12,12,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,619,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
13,2,0,0,0,0,0,0,0,0,0,0,554,9,1,0,0,4,3,0,2,2,1,5,0,0,0,0,0
5,3,0,0,0,1,0,0,4,0,0,1,29,535,0,1,0,1,4,1,0,1,9,0,0,0,0,0,0
1,1,0,3,1,0,0,0,0,0,0,0,0,0,574,2,0,2,3,0,1,1,0,0,0,4,0,0,0
0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,577,0,0,1,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,593,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,1,1,8,1,2,0,3,0,0,0,0,562,6,0,44,3,2,1,0,0,0,0,0
11,2,2,1,8,0,0,0,0,0,1,0,4,3,6,7,0,2,485,17,4,3,18,10,1,5,1,0,3
0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,0,0,0,13,540,1,0,1,9,0,1,0,0,0
20,6,0,0,1,0,0,0,0,0,0,0,4,2,2,0,0,27,1,0,496,6,7,18,1,0,0,0,0
1,4,0,0,4,4,0,0,2,0,13,3,1,3,0,0,0,9,13,1,28,443,44,1,1,1,2,0,1
0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,3,0,6,3,6,598,0,1,0,0,0,0
5,0,0,0,2,0,2,0,0,5,1,3,6,9,0,0,0,11,16,10,9,2,6,469,3,0,3,0,2
1,0,0,0,0,2,1,2,3,8,0,0,0,0,0,0,0,1,4,10,0,0,7,0,559,2,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,8,3,0,0,0,0,0,14,0,2,3,0,5,559,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,2,1,0,0,0,0,2,0,586,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0
3,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,1,5,0,0,2,0,0,3,0,0,0,569
